title,category,nominee,artist,workers,img
41st Annual GRAMMY Awards  (1998),Best Small Ensemble Performance (With Or Without Conductor),Reich: Music For 18 Musicians,,,
41st Annual GRAMMY Awards  (1998),Best Classical Vocal Performance,"The Beautiful Voice - Works Of Charpentier, Gounod, Massenet & Flotow",,(English Chamber Orchestra),
41st Annual GRAMMY Awards  (1998),Best Classical Contemporary Composition,"Penderecki: Violin Concerto No. 2 ""Metamorphosen""",,"Krzysztof Penderecki, composer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Krzysztof%2BPenderecki/Krzysztof%2520Penderecki_1_1_1575359509.jpg?itok=HerfP_Zx
41st Annual GRAMMY Awards  (1998),Best Classical Crossover Album,Soul Of The Tango - The Music Of Astor Piazzolla,"Yo-Yo Ma, Jorge Calandrelli, conductor",,https://www.grammy.com/sites/com/files/styles/artist_circle/public/yo_yo_ma_spotlight_181822113.png?itok=gxDliI_n
41st Annual GRAMMY Awards  (1998),Best Short Form Music Video,Ray Of Light,Madonna,"Jonas Akerlund, video director; Nicola Doring & Billy Poveda, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/madonna-spotlight-109750521.png?itok=GGeN-wJK
41st Annual GRAMMY Awards  (1998),Best Long Form Music Video,American Masters - Lou Reed: Rock And Roll Heart,Lou Reed,"Timothy Greenfield-Sanders, video director; Karen Bernstein, Timothy Greenfield-Sanders, Tamar Hacker & Susan Lacy, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lou%2BReed/Lou%2520Reed_1_1_1575369525.jpg?itok=jV_rGoyJ
40th Annual GRAMMY Awards  (1997),Record Of The Year,Sunny Came Home,Shawn Colvin,"John Leventhal, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Shawn%2BColvin/Shawn%2520Colvin_1_1_1575373250.jpg?itok=D6oJGRam
40th Annual GRAMMY Awards  (1997),Album Of The Year,Time Out Of Mind,Bob Dylan,"Daniel Lanois, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/bobdylan-spotlight-85847823.png?itok=FVYuknUE
40th Annual GRAMMY Awards  (1997),Song Of The Year,Sunny Came Home,,"Shawn Colvin & John Leventhal, songwriters (Shawn Colvin)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Shawn%2BColvin/Shawn%2520Colvin_1_1_1575373250.jpg?itok=D6oJGRam
40th Annual GRAMMY Awards  (1997),Best New Artist,Paula Cole,,,
40th Annual GRAMMY Awards  (1997),Best Female Pop Vocal Performance,Building A Mystery,Sarah McLachlan,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/sarah_mclachlan_spotlight_625534724.png?itok=mmmxBdb9
40th Annual GRAMMY Awards  (1997),Best Male Pop Vocal Performance,Candle In The Wind 1997,Elton John,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/eltonjohn-spotlight-513009840.png?itok=4o-QrXT-
40th Annual GRAMMY Awards  (1997),Best Pop Performance By A Duo Or Group With Vocal,Virtual Insanity,Jamiroquai,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jamiroquai/Jamiroquai_1_1_1575368057.jpg?itok=LhBto_Sf
40th Annual GRAMMY Awards  (1997),Best Pop Collaboration With Vocals,Don't Look Back,John Lee Hooker & Van Morrison,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BLee%2BHooker/John%2520Lee%2520Hooker_1_1_1575372215.jpg?itok=pjkkALvD
40th Annual GRAMMY Awards  (1997),Best Pop Instrumental Performance,Last Dance,Sarah McLachlan,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/sarah_mclachlan_spotlight_625534724.png?itok=mmmxBdb9
40th Annual GRAMMY Awards  (1997),Best Dance Recording,Carry On,Donna Summer & Giorgio Moroder,"Giorgio Moroder, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Donna%2BSummer/Donna%2520Summer_1_1_1575363571.jpg?itok=iZC-PKNr
40th Annual GRAMMY Awards  (1997),Best Pop Album,Hourglass,James Taylor,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/jamestaylor-spotlight-53110778.png?itok=VDvL2Zjh
40th Annual GRAMMY Awards  (1997),Best Traditional Pop Vocal Performance,Tony Bennett On Holiday,Tony Bennett,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/tony_bennett_spotlight_802207278.png?itok=-e40Pq43
40th Annual GRAMMY Awards  (1997),Best Female Rock Vocal Performance,Criminal,Fiona Apple,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Fiona%2BApple/Fiona%2520Apple_1_1_1575373963.jpg?itok=aYMprR5-
40th Annual GRAMMY Awards  (1997),Best Male Rock Vocal Performance,Cold Irons Bound,Bob Dylan,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/bobdylan-spotlight-85847823.png?itok=FVYuknUE
40th Annual GRAMMY Awards  (1997),Best Rock Performance By A Duo Or Group With Vocal,One Headlight,The Wallflowers,,
40th Annual GRAMMY Awards  (1997),Best Hard Rock Performance,The End Is The Beginning Is The End,The Smashing Pumpkins,,
40th Annual GRAMMY Awards  (1997),Best Metal Performance,Aenema,Tool,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tool/Tool_1_1_1574344244.jpg?itok=-qTXY7xn
40th Annual GRAMMY Awards  (1997),Best Rock Instrumental Performance,Block Rockin' Beats,The Chemical Brothers,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BChemical%2BBrothers/The%2520Chemical%2520Brothers_1_1_1574344160.jpg?itok=ehjpFUtK
40th Annual GRAMMY Awards  (1997),Best Rock Song,One Headlight,,"Jakob Dylan, songwriter (The Wallflowers)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jakob%2BDylan/Jakob%2520Dylan_1_1_1575372253.jpg?itok=F5afG5CR
40th Annual GRAMMY Awards  (1997),Best Rock Album,Blue Moon Swamp,John Fogerty,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BFogerty/John%2520Fogerty_1_1_1576329923.jpg?itok=OS8FWFG3
40th Annual GRAMMY Awards  (1997),Best Alternative Music Performance,Ok Computer,Radiohead,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/radiohead_spotlight_688547436.png?itok=BWEV_5Fj
40th Annual GRAMMY Awards  (1997),Best Female R&B Vocal Performance,On & On,Erykah Badu,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Erykah%2BBadu/Erykah%2520Badu_1_1_1576267538.jpg?itok=a9a_skcg
40th Annual GRAMMY Awards  (1997),Best Male R&B Vocal Performance,I Believe I Can Fly,R. Kelly,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/r_kelly_spotlight_451793369.png?itok=zjn2C3Gj
40th Annual GRAMMY Awards  (1997),Best R&B Performance By A Duo Or Group With Vocal,No Diggity,Blackstreet,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Blackstreet/Blackstreet_1_1_1576275137.jpg?itok=UDXclOX2
40th Annual GRAMMY Awards  (1997),Best Rhythm & Blues Song,I Believe I Can Fly,,"R. Kelly, songwriter (R. Kelly)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/r_kelly_spotlight_451793369.png?itok=zjn2C3Gj
40th Annual GRAMMY Awards  (1997),Best R&B Album,Baduizm,Erykah Badu,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Erykah%2BBadu/Erykah%2520Badu_1_1_1576267538.jpg?itok=a9a_skcg
40th Annual GRAMMY Awards  (1997),Best Rap Solo Performance,Men In Black,Will Smith,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Will%2BSmith/Will%2520Smith_1_1_1575369048.jpg?itok=C4PArDt7
40th Annual GRAMMY Awards  (1997),Best Rap Performance By A Duo Or Group,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/P%2BDiddy/P%2520Diddy_1_1_1575373382.jpg?itok=_hwICvwa
40th Annual GRAMMY Awards  (1997),Best Rap Album,No Way Out,Puff Daddy & The Family,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/P%2BDiddy/P%2520Diddy_1_1_1575373382.jpg?itok=_hwICvwa
40th Annual GRAMMY Awards  (1997),Best Female Country Vocal Performance,How Do I Live,Trisha Yearwood,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Trisha%2BYearwood/Trisha%2520Yearwood_1_1_1575368790.jpg?itok=FxupAsF3
40th Annual GRAMMY Awards  (1997),Best Male Country Vocal Performance,Pretty Little Adriana,Vince Gill,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/vince_gill_spotlight_635353046.png?itok=CmJhSE3m
40th Annual GRAMMY Awards  (1997),Best Country Performance By A Duo Or Group With Vocal,Looking In The Eyes Of Love,Alison Krauss & Union Station,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/alison_krauss_union_station_spotlight_138820345.png?itok=gonfQXzO
40th Annual GRAMMY Awards  (1997),Best Country Collaboration With Vocals,In Another's Eyes,Trisha Yearwood & Garth Brooks,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Trisha%2BYearwood/Trisha%2520Yearwood_1_1_1575368790.jpg?itok=FxupAsF3
40th Annual GRAMMY Awards  (1997),Best Country Instrumental Performance,Little Liza Jane,Alison Krauss & Union Station,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/alison_krauss_union_station_spotlight_138820345.png?itok=gonfQXzO
40th Annual GRAMMY Awards  (1997),Best Country Song,Butterfly Kisses,,"Bob Carlisle & Randy Thomas, songwriters (Bob Carlisle, Jeff Carson & Raybon Bros.)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bob%2BCarlisle/Bob%2520Carlisle_1_1_1575368282.jpg?itok=pxoJ9wQt
40th Annual GRAMMY Awards  (1997),Best Country Album,Unchained,Johnny Cash,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/johnnycash-spotlight-96988845.png?itok=FL2QoPOA
40th Annual GRAMMY Awards  (1997),Best Bluegrass Album,So Long So Wrong,Alison Krauss & Union Station,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/alison_krauss_union_station_spotlight_138820345.png?itok=gonfQXzO
40th Annual GRAMMY Awards  (1997),Best New Age Album,Oracle,Michael Hedges,,
40th Annual GRAMMY Awards  (1997),Best Contemporary Jazz Performance,Into The Sun,Randy Brecker,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Randy%2BBrecker/Randy%2520Brecker_1_1_1575373868.jpg?itok=9QxyBydg
40th Annual GRAMMY Awards  (1997),Best Jazz Vocal Performance,Dear Ella,Dee Dee Bridgewater,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dee%2BDee%2BBridgewater/Dee%2520Dee%2520Bridgewater_1_1_1575360127.jpg?itok=2gVd_jAa
40th Annual GRAMMY Awards  (1997),Best Jazz Instrumental Solo,Stardust,,"Doc Cheatham & Nicholas Payton, soloists",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Doc%2BCheatham/Doc%2520Cheatham_1_1_1575366044.jpg?itok=0LlCqLFL
40th Annual GRAMMY Awards  (1997),"Best Jazz Instrumental Performance, Individual Or Group",Beyond The Missouri Sky,Charlie Haden & Pat Metheny,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Charlie%2BHaden/Charlie%2520Haden_1_1_1575372152.jpg?itok=v_5hSkcd
40th Annual GRAMMY Awards  (1997),Best Large Jazz Ensemble Performance,Joe Henderson Big Band,Joe Henderson Big Band,,
40th Annual GRAMMY Awards  (1997),Best Latin Jazz Performance,Habana,Roy Hargrove's Crisol,,
40th Annual GRAMMY Awards  (1997),Best Rock Gospel Album,Welcome To The Freak Show - dc Talk Live In Concert,dc Talk,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/dc%2BTalk/dc%2520Talk_1_1_1575359146.jpg?itok=ESBrSWVu
40th Annual GRAMMY Awards  (1997),Best Pop/Contemporary Gospel Album,Much Afraid,Jars Of Clay,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jars%2BOf%2BClay/Jars%2520Of%2520Clay_1_1_1575368205.jpg?itok=KH3XivHB
40th Annual GRAMMY Awards  (1997),"Best Southern, Country Or Bluegrass Gospel Album",Amazing Grace 2 - A Country Salute To Gospel,(Various Artists),,
40th Annual GRAMMY Awards  (1997),Best Traditional Soul Gospel Album,I Couldn't Hear Nobody Pray,The Fairfield Four,,
40th Annual GRAMMY Awards  (1997),Best Contemporary Soul Gospel Album,Brothers,Take 6,,
40th Annual GRAMMY Awards  (1997),Best Gospel Choir Or Chorus Album,God's Property From Kirk Franklin's Nu Nation,,"Myron Butler, Kirk Franklin & Robert Searight II, choir directors (God's Property)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Myron%2BButler/Myron%2520Butler_1_1_1575368902.jpg?itok=_qQFWVgU
40th Annual GRAMMY Awards  (1997),Best Latin Pop Performance,Romances,Luis Miguel,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Luis%2BMiguel/Luis%2520Miguel_1_1_1575364370.jpg?itok=18dNxX0Y
40th Annual GRAMMY Awards  (1997),Best Latin Rock/Alternative Performance,Fabulosos Calavera,Los Fabulosos Cadillacs,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Los%2BFabulosos%2BCadillacs/Los%2520Fabulosos%2520Cadillacs_1_1_1575364423.jpg?itok=qcmBPXxj
40th Annual GRAMMY Awards  (1997),Best Tropical Latin Performance,Buena Vista Social Club,Ry Cooder,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ry%2BCooder/Ry%2520Cooder_1_1_1575365794.jpg?itok=b5U6H__y
40th Annual GRAMMY Awards  (1997),Best Mexican-American/Tejano Music Performance,En Tus Manos,La Mafia,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/La%2BMafia/La%2520Mafia_1_1_1575364432.jpg?itok=AufDDKFC
40th Annual GRAMMY Awards  (1997),Best Traditional Blues Album,Don't Look Back,John Lee Hooker,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BLee%2BHooker/John%2520Lee%2520Hooker_1_1_1575372215.jpg?itok=pjkkALvD
40th Annual GRAMMY Awards  (1997),Best Contemporary Blues Album,Señor Blues,Taj Mahal,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Taj%2BMahal/Taj%2520Mahal_1_1_1575370670.jpg?itok=wVj0upfm
40th Annual GRAMMY Awards  (1997),Best Traditional Folk Album,L'amour Ou La Folie,BeauSoleil,,
40th Annual GRAMMY Awards  (1997),Best Contemporary Folk Album,Time Out Of Mind,Bob Dylan,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/bobdylan-spotlight-85847823.png?itok=FVYuknUE
40th Annual GRAMMY Awards  (1997),Best Reggae Album,Fallen Is Babylon,Ziggy Marley & The Melody Makers,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/ziggy_marley_spotlight_471302222.png?itok=BDGAKIeA
40th Annual GRAMMY Awards  (1997),Best World Music Album,Nascimento,Milton Nascimento,,
40th Annual GRAMMY Awards  (1997),Best Polka Album,Living On Polka Time,Jimmy Sturr,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/jimmysturr-spotlight-1811391.png?itok=r7dhn8W5
40th Annual GRAMMY Awards  (1997),Best Musical Album For Children,All Aboard!,John Denver,John Denver,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BDenver/John%2520Denver_1_1_1576270856.jpg?itok=_4zZwS4f
40th Annual GRAMMY Awards  (1997),Best Spoken Word Album For Children,Winnie-The-Pooh,Charles Kuralt,,
40th Annual GRAMMY Awards  (1997),Best Spoken Word Album,Charles Kuralt's Spring,Charles Kuralt,,
40th Annual GRAMMY Awards  (1997),Best Spoken Comedy Album,Roll With The New,Chris Rock,"Chris Rock, artist.",
40th Annual GRAMMY Awards  (1997),Best Musical Show Album,Chicago - The Musical,,"Jay David Saks, producer (Various Artists Featuring Ann Reinking, Bebe Neuwirth, James Naughton & Joel Grey)",
40th Annual GRAMMY Awards  (1997),Best Instrumental Composition,Aung San Suu Kyi,,"Wayne Shorter, composer (Herbie Hancock & Wayne Shorter)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Wayne%2BShorter/Wayne%2520Shorter_1_1_1575363455.jpg?itok=yaG-0iuV
40th Annual GRAMMY Awards  (1997),Best Instrumental Composition Written For A Motion Picture Or For Television,The English Patient,,"Gabriel Yared, composer (Gabriel Yared)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gabriel%2BYared/Gabriel%2520Yared_1_1_1575369241.jpg?itok=2vF4HnmA
40th Annual GRAMMY Awards  (1997),Best Song Written Specifically For A Motion Picture Or For Television,I Believe I Can Fly (From Space Jam),"R. Kelly, songwriter (R. Kelly)",,https://www.grammy.com/sites/com/files/styles/artist_circle/public/r_kelly_spotlight_451793369.png?itok=zjn2C3Gj
40th Annual GRAMMY Awards  (1997),Best Instrumental Arrangement,"Straight, No Chaser",,"Bill Holman, arranger (The Bill Holman Band)",
40th Annual GRAMMY Awards  (1997),Best Instrumental Arrangement Accompanying Vocal(s),Cotton Tail,,"Slide Hampton, arranger (Dee Dee Bridgewater)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Slide%2BHampton/Slide%2520Hampton_1_1_1575371714.jpg?itok=OwSRu_-I
40th Annual GRAMMY Awards  (1997),Best Recording Package,Titanic - Music As Heard On The Fateful Voyage,,"Hugh Brown, Al Quattrocchi & Jeff Smith, art directors (Various Artists)",
40th Annual GRAMMY Awards  (1997),Best Boxed Recording Package,Beg Scream And Shout! - The Big Ol' Box Of '60s Soul,,"Hugh Brown, David Gorman & Rachel Gutek, art directors (Various Artists)",
40th Annual GRAMMY Awards  (1997),Best Album Notes,Anthology Of American Folk Music -  1997 Expanded Edition,,"John Fahey, Luis Kemnitzer, Kip Lornell, Jon Pankake, Chuck Pirtle, Jeff Place, Neil V. Rosenberg, Luc Sante, Peter Stampfel & Eric von Schmidt, album notes writers (Various Artists)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BFahey/John%2520Fahey_1_1_1575367573.jpg?itok=P_dmm2iE
40th Annual GRAMMY Awards  (1997),Best Historical Album,Anthology Of American Folk Music - 1997 Expanded Edition,,"Amy Horowitz, Jeff Place & Pete Reiniger, compilation producers; David Glasser & Charlie Pilzer, mastering engineers (Various Artists)",
40th Annual GRAMMY Awards  (1997),Best Engineered Album - Non-Classical,Hourglass,,"Frank Filipetti, engineer (James Taylor)",
40th Annual GRAMMY Awards  (1997),"Producer Of The Year, Non-Classical",Babyface,,,
40th Annual GRAMMY Awards  (1997),"Remixer Of The Year, Non-Classical",,,,
40th Annual GRAMMY Awards  (1997),"Best Engineered Album, Classical",Copland: The Music Of America (Fanfare For The Common Man; Rodeo),,"Michael Bishop & Jack Renner, engineers (Erich Kunzel, conductor)",
40th Annual GRAMMY Awards  (1997),"Producer Of The Year, Classical",Steven Epstein,,,
40th Annual GRAMMY Awards  (1997),Best Classical Album,"Premieres - Cello Concertos (Works Of Danielpour, Kirchner, Rouse)",,"Yo-Yo Ma & David Zinman, artists; Steven Epstein, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/yo_yo_ma_spotlight_181822113.png?itok=gxDliI_n
