coordinate,address,city,state,postal_code,ad_type,description,beds,bath,sqr_lot,sqft,year,style,property_type,price,currency
"('37.789271', '-122.443394')",3065 Clay St Unit 11,San Francisco,CA,94115,place,"Remodeled bright & spacious one bedroom (PLUS home office) top floor condo situated in Prime Pacific Hts with expansive South facing VIEWS from downtown to Sutro Tower. Completely remodeled highlighting beautiful design elements & architechural details throughout. This quiet unit has a kitchen complete with stainless steel appliances, including a Miele dishwasher, Fisher & Paykel refrigerator, a Viking professional range and hood. Enjoy a meal at the Calacatta marble island kitchen counter or in the formal dining room complete with original double crown molding. Completing this unit is a remodeled bathroom with marble bath surround & floor tile, a sun filled bedrm w/ walk-in closet, a large living room w/ expansive VIEWS & an alcove that is perfectly suited for a home office. Shared laundry, common yd, & assigned roof rights so one can investigate potential for a rooftop deck. Walking distance to shopping & restaurants on Sacramento St. & Filmore St. & short walk to Alta Plaza Pk",1,1,,"1,286",Built 1926,Style              Edwardian,Type Condo/Townhome/Row Home/Co-Op,"$1,295,000",
"('37.800449', '-122.419072')",2112 Hyde St Apt 4,San Francisco,CA,94109,place,"Gorgeous newly reconstructed 1BD/1.5BA residence at heart of San Francisco's Russian Hill neighborhood, walking distance from countless iconic restaurants, and points of interest. Spacious open floorplan with living room fireplace, great for entertaining, wide plank wood-floors and recessed lighting throughout. The chef's kitchen features brand new stainless energy efficient appliances, lavish quartz countertops, ceiling height cabinetry with ample storage, generous back splashes, eat-in counter tops, tasteful pendant lights. The serene master suite offers en suite bathroom, and an option for walk-in closet/dressing room or office. Dual function washer/ dryer units are located in the bedroom's second closet. Half bathroom in hallway features playful decorative tile wall. The home also features dual pane Milgard windows throughout, as well as a Mysa Smart Thermostat and 1 assigned garage parking space.",1,1.5,,888,Built 1964,Built 1964,Type Condo/Townhome/Row Home/Co-Op,"$1,225,000",
"('37.7271', '-122.368')",51 Innes Court,San Francisco,CA,94124,place,"Located on the second floor, this single-story home enjoys access to its own private terrace for outdoor living and beautiful views.. Offering two bedrooms and two bathrooms in total, each one is flanked around the open-concept living space for added privacy. The heart of the home showcases a spacious family room, dining area and kitchen with standalone island for extra counterspace.",2,2,,"1,080",,Type Condo/Townhome/Row Home/Co-Op,Type Condo/Townhome/Row Home/Co-Op,from,
"('37.772726', '-122.504294')",840 44th Ave,San Francisco,CA,94121,place,"Luxurious living by beautiful Golden Gate Park. Fall in love with this 3-story sophisticated luxe home featuring five bedrooms, five full baths & two half baths, extensive renovation, open & flex floor plan, exquisite attention to details, and radiant heated floors throughout. Unwind in the luxe master suite with walk-in closet, spa bath, and direct access to the lushly landscaped deep backyard. Top-level is the private quarter with 2 en-suites and sliding doors out to dynamite and private roof deck. Lower-floor is versatile, and it offers a family room with a modern wine cellar, and 2 more en-suites provide flexibility for the gym/office or guest rooms. This beautiful luxe home ensures that you & your family will live the good life for years to come. Take a walk & stretch at the GG Park or grab your surfboard & catch a few waves before work! Stroll over to any number of superb neighborhood restaurants for dinner with friends & family. It's all here, and it can be your lifestyle.",5,6,"2,996","2,930",Built 1918,Style  Contemporary/Custom/Modern/High Tech/Edwardian,Type Single Family Home,"$2,295,000",
"('37.775364', '-122.390394')",1000 3rd St Unit 912,San Francisco,CA,94158,place,"ONE Mission Bay is a modern retreat ideally located at the crossroads of Mission Creek and AT&T Park. Home #3912 is located in the Tower building and is a one of a kind home with 2-bedroom / 2-bathroom layout boasting a corner view to the southwest. This home has a spacious master walk-in closet, Gaggenau appliances, Domus & Domus cabinetry, Kohler plumbing fixtures, and light flooring and counter finishes. Designed by Arquitectonica, this home is a comfortable blend of urban vibrancy, luxurious finishes, resort-like amenities and the great outdoors. Residents will enjoy a fitness center, sauna, heated outdoor pool and spa, exhibition and catering kitchens, a library, business center, guest suite and 24-hour lobby attendant. One Mission Bay is 97% sold. Don't miss this opportunity to buy the last floorplan with a patio. Photographs may not represent actual unit.",2,2,,"1,276",Built 2018,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$1,740,000",
"('37.731282', '-122.441528')",279 Monterey Blvd,San Francisco,CA,94131,place,"Fast-track Condo Eligible! NEW CONSTRUCTION home at the intersection of vibrant Glen Park village, numerous outdoor recreational opportunities, commuter corridors to Peninsula and East Bay. House boasts dramatic panoramic outlooks from upper two levels, and enjoys private yard access from lower level! Master suite on top; main level includes open concept living area with walkout deck, well-appointed kitchen, large flexible storage/cellar and half bath; lower level features two ensuite bedrooms. 1 Garage parking. Located across tree-lined Monterey Blvd from the historic Sunnyside Conservatory, walk to all neighborhood amenities and BART.",3,3.5,"2,800","2,760",Built 2018,Built 2018,Type Single Family Home,"$1,950,000",
"('37.759747', '-122.389882')",950 Tennessee St Unit 109,San Francisco,CA,94107,place,"950 Tennessee Street spans the full block between Minnesota and Tennessee Streets near 20th. The homes feature Danish inspired interiors, a signature art installation in the lobby along with a meandering mid-block garden walk. Developed by Leap Development, this inspired community will include a center courtyard, rooftop deck, dog spa, all within a short walk to local coffee shops, cafes and Esprit Park. Just moments from the bay, the nearby Crane Cove Park is part of the re-development of Pier 70.",1,1,,776,Built 2020,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$979,000",
"('37.789156', '-122.4446')",3103 Clay St,San Francisco,CA,94115,place,"3103 Clay is a notable & beautiful Pacific Heights classic. This romantic 4BD 3BA updated storybook home is perfectly situated on a coveted tree-lined block next to the Presidio Library Park. Fully detached on all sides allowing for tremendous natural light. The kitchen boasts Carrera marble & subway tile. The chic master bedroom enjoys walk-in closets, southern exposure, garden views, & dressing room/office. The home features a large south-facing garden, elegant open dining area & great room, French bay windows, gorgeous parquet wood floors, high ceilings, crown moldings & baseboards, extra wide lot, bonus/media room. Designer remodel superbly preserved the charm and character of this storybook home. Walk score of 93. This home will steal your heart!",4,3,"3,593",,Built 1906,Built 1906,Type Single Family Home,"$4,200,000",
"('37.741748', '-122.409262')",79 Bradford St,San Francisco,CA,94110,place,"Like new construction 2BR/2BA Bernal home; down to the studs gut remodel in 2017 Panoramic south-eastern views including Downtown Oakland, Mt. Diablo, the Bay & San Mateo bridge An open kitchen/living room/dining room design, this home is an entertainer's dream; A large Redwood view deck directly off the living area is perfect for seamless indoor/outdoor living & entertaining High end chef's kitchen w/ custom cabinets, caesar-stone counter tops & backsplash, all Bosch appliances including built-in refrigerator & induction cook-top A gorgeous suspension staircase leads to a master suite up that comprises the entire 2nd floor & has exceptional views; exposed wood beam, walk-in closet & gorgeous en-suite BA w/ glass shower surround and Italian tile All new electric & plumbing work & recessed overhead LED lighting throughout Wide plank white oak floors throughout w/ separately zoned radiant heat Fantastic Bernal location close to shopping, restaurants & transportation",2,2,"1,750","1,234",Built 1933,Style  Contemporary,Type Single Family Home,"$1,249,000",
"('37.759747', '-122.389882')",950 Tennessee St Unit 101,San Francisco,CA,94107,place,"950 Tennessee Street spans the full block between Minnesota and Tennessee Streets near 20th. The homes feature Danish inspired interiors, a signature art installation in the lobby along with a meandering mid-block garden walk. Developed by Leap Development, this inspired community will include a center courtyard, rooftop deck, dog spa, all within a short walk to local coffee shops, cafes and Esprit Park. Just moments from the bay, the nearby Crane Cove Park is part of the re-development of Pier 70.",1,1,,846,Built 2020,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$1,121,000",
